Datetime,CPU,RSS,VMSize,Read,Write,Annotation
2022-08-15 14-28-17,618.1818181818181,799666176,1551200256,0,0,start_loggin
2022-08-15 14-28-17,75.55555555555556,800002048,1551200256,499712,4096,add samples
2022-08-15 14-29-16,99.94516486845828,801902592,1552924672,913408,0,init dataset
2022-08-15 19-53-48,99.9090103529087,34651402240,35472973824,20299034624,4096,split dataset
2022-08-15 19-53-50,142.97957149975088,34769797120,35732267008,8663040,4096,Model start
2022-08-15 19-53-50,74.828060522696,34770563072,35736723456,520192,159744,modelsetup_done
2022-08-15 19-53-50,121.42857142857143,34770563072,35736723456,0,4096,train_start
2022-08-15 19-53-50,0.0,34770563072,35736723456,0,0,epoch_begin
2022-08-15 19-53-56,1293.3387738447414,35198980096,40800178176,21635072,0,
2022-08-15 19-54-00,1363.9929235517748,35231358976,40853139456,86016,4096,
2022-08-15 19-54-04,1386.3870232905228,35310075904,40946237440,0,4096,
2022-08-15 19-54-07,789.6521121760738,35315240960,40956112896,0,0,
2022-08-15 19-54-10,989.1528537430587,35271454720,40911511552,0,4096,
2022-08-15 19-54-14,1167.4816827200132,35326398464,40967024640,0,0,
2022-08-15 19-54-18,1019.7880739663411,35227394048,40868372480,0,4096,
2022-08-15 19-54-21,1302.219575143935,35284652032,40920743936,0,4096,
2022-08-15 19-54-25,877.9687365057432,35339247616,40978698240,0,4096,
2022-08-15 19-54-28,989.7334065655499,35340726272,40980799488,0,0,
2022-08-15 19-54-31,791.7685339899745,35340988416,40983162880,0,4096,
2022-08-15 19-54-35,1083.4298957126305,35296092160,40898756608,0,0,
2022-08-15 19-54-38,965.6753302087772,35379777536,40997249024,0,4096,
2022-08-15 19-54-42,824.1797401242884,35323432960,40945385472,0,4096,
2022-08-15 19-54-45,880.8153786608179,35380076544,41012142080,0,4096,
2022-08-15 19-54-49,1018.6903366270307,35408756736,41047044096,0,0,
2022-08-15 19-54-52,1145.592508879561,35342233600,40980250624,0,4096,
2022-08-15 19-54-56,890.9674063800277,35342221312,40982351872,0,0,
2022-08-15 19-54-59,1122.999835715459,35352674304,40988815360,0,4096,
2022-08-15 19-55-03,1087.3836011536878,35409793024,41049800704,0,4096,
2022-08-15 19-55-06,997.1410392364793,35409768448,41052164096,0,0,
2022-08-15 19-55-10,1011.5110942697149,35409395712,41012240384,0,4096,
2022-08-15 19-55-13,864.0557006092254,35409629184,41029312512,0,4096,
2022-08-15 19-55-17,1146.054895534617,35325898752,40955670528,0,0,
2022-08-15 19-55-20,1133.4733720499196,35410149376,41042075648,0,4096,
2022-08-15 19-55-24,838.279662848498,35437461504,41072209920,0,4096,
2022-08-15 19-55-27,901.7816511398274,35326095360,40962498560,0,0,
2022-08-15 19-55-31,1140.6613193648716,35411607552,41051824128,0,4096,
2022-08-15 19-55-34,983.0735343951203,35382198272,41020362752,0,4096,
2022-08-15 19-55-38,1168.8364524003255,35467902976,41108115456,0,0,
2022-08-15 19-55-42,1056.5669212470264,35438882816,41074626560,0,4096,
2022-08-15 19-55-45,1014.268297809728,35495469056,41133334528,0,0,
2022-08-15 19-55-48,818.7221396731055,35495567360,41133596672,0,4096,
2022-08-15 19-55-52,948.8504782681658,35495612416,41135960064,0,4096,
2022-08-15 19-55-55,969.9457259158752,35467268096,41105747968,0,4096,
2022-08-15 19-55-59,1181.2036543897743,35383599104,41023442944,0,0,
2022-08-15 19-56-02,976.0061130922059,35384061952,41022021632,0,4096,
2022-08-15 19-56-06,967.7782996712072,35356504064,40996626432,0,0,
2022-08-15 19-56-09,875.1540397465938,35439194112,41075384320,0,4096,
2022-08-15 19-56-13,1002.40070757697,35496361984,41136291840,0,4096,
2022-08-15 19-56-16,801.5006107136626,35413045248,41049055232,0,0,
2022-08-15 19-56-19,806.8200745123822,35440345088,41083445248,0,4096,
2022-08-15 19-56-23,1082.594083233061,35440803840,41043521536,0,4096,
2022-08-15 19-56-26,810.9490649498533,35468312576,41084014592,0,0,
2022-08-15 19-56-30,824.1526531323517,35497156608,41124913152,0,4096,
2022-08-15 19-56-33,911.1338622984387,35498598400,41134587904,0,0,
2022-08-15 19-56-37,860.448086478947,35498799104,41136689152,0,4096,
2022-08-15 19-56-40,817.6991150442478,35414863872,41052676096,0,4096,
2022-08-15 19-56-44,1174.70394335246,35471687680,41111756800,0,4096,
2022-08-15 19-56-47,1168.5254430173954,35387547648,41029779456,0,4096,
2022-08-15 19-56-51,1096.1848468565288,35442536448,41045884928,0,4096,
2022-08-15 19-56-54,950.494209476944,35386658816,40998146048,0,0,
2022-08-15 19-56-58,911.0020065747342,35442077696,41060302848,0,4096,
2022-08-15 19-57-01,1206.5899198633201,35387686912,40998477824,0,4096,
2022-08-15 19-57-05,967.8811282740094,35472539648,41091952640,0,4096,
2022-08-15 19-57-08,914.6575873809421,35472752640,41100357632,0,0,
2022-08-15 19-57-12,1008.9114781872088,35415277568,41017888768,0,4096,
2022-08-15 19-57-15,1004.3147314857647,35415646208,41027018752,0,0,
2022-08-15 19-57-19,1048.0582524271845,35500322816,41119629312,0,4096,
2022-08-15 19-57-22,1381.0331292196577,35417214976,41048711168,0,4096,
2022-08-15 19-57-26,1020.8716849493549,35444940800,41083228160,0,4096,
2022-08-15 19-57-30,1155.7334204508331,35501764608,41137700864,0,0,
2022-08-15 19-57-33,956.9488340309217,35501940736,41144266752,0,4096,
2022-08-15 19-57-36,944.7759277490048,35444817920,41082818560,0,4096,
2022-08-15 19-57-40,1107.8604593828327,35445592064,41085378560,0,0,
2022-08-15 19-57-43,902.8107594663443,35416985600,41055498240,0,4096,
2022-08-15 19-57-47,961.3329406319687,35418591232,41059160064,0,4096,
2022-08-15 19-57-50,918.8093514457267,35474796544,41111470080,0,0,
2022-08-15 19-57-54,919.0778945547338,35362246656,41004498944,0,4096,
2022-08-15 19-57-58,1299.0001975894093,35418263552,41020956672,0,4096,
2022-08-15 19-58-01,977.3337867709573,35473653760,41093742592,0,0,
2022-08-15 19-58-04,877.777300639842,35391365120,41014931456,0,4096,
2022-08-15 19-58-08,993.096429480112,35446505472,41078865920,0,4096,
2022-08-15 19-58-11,1096.6832504145937,35391062016,41025302528,0,0,
2022-08-15 19-58-15,991.7745620715917,35474870272,41111011328,0,4096,
2022-08-15 19-58-18,797.7169952144708,35475365888,41113509888,0,0,
2022-08-15 19-58-22,952.5190839694657,35448377344,41088720896,0,4096,
2022-08-15 19-58-25,900.1046389954656,35475865600,41111957504,0,4096,
2022-08-15 19-58-29,1068.9980939753045,35533115392,41171415040,0,0,
2022-08-15 19-58-32,787.4095002648772,35533729792,41173778432,0,4096,
2022-08-15 19-58-35,782.0196715474654,35448545280,41084198912,0,0,
2022-08-15 19-58-39,1221.0142579390797,35559899136,41200308224,0,4096,
2022-08-15 19-58-42,798.4145159869638,35449409536,41073201152,0,4096,
2022-08-15 19-58-46,973.3158761667441,35534254080,41166053376,0,4096,
2022-08-15 19-58-49,910.1506843400545,35534495744,41168416768,0,0,
2022-08-15 19-58-53,1319.877869860026,35590905856,41228775424,0,4096,
2022-08-15 19-58-56,796.2459433383036,35506757632,41144848384,0,4096,
2022-08-15 19-59-00,873.598742797276,35507441664,41147211776,0,0,
2022-08-15 19-59-03,1012.5526537489469,35562430464,41196326912,0,4096,
2022-08-15 19-59-07,972.6214167760512,35562913792,41202892800,0,4096,
2022-08-15 19-59-10,908.8017975197683,35479678976,41115598848,0,0,
2022-08-15 19-59-13,809.3661473087818,35479838720,41122164736,0,4096,
