loss,acc,val_loss,val_acc
0.8632368962385077,0.751146487701877,0.8644160011585936,0.7265084024655878
0.7792763642022255,0.7863753759752362,0.843356333815312,0.7279545276352738
0.7438417058756625,0.7983798999816517,0.8418901635493528,0.737260634250519
0.718121738545133,0.8067967178287703,1.2890350426474702,0.6241144096223095
0.6999168112661104,0.812941817851715,0.8038735818596439,0.7555785056946024
0.6869201464919156,0.8172032327169452,0.7286169526432843,0.8224377380321335
0.6764469809041701,0.8207310358853827,0.8018545868450455,0.7547315107334979
0.6680812150844023,0.8232907313010825,0.7228243311014905,0.8287234795674331
0.6583429126427923,0.825500851428508,0.6639158783919961,0.8277344170326779
0.6513058417190964,0.8285875088345752,0.8244706126686657,0.7543501462437306
0.6433053933870228,0.8313390932659839,0.8719903219782655,0.7424440153258356
0.6385315903920292,0.8325779872539794,0.6566466057907592,0.815143125315929
0.6333558141960707,0.8343934135833165,0.6552972669794336,0.8410727173319154
0.6296785967604888,0.8351308390545811,0.7646342885698204,0.7726958450691201
0.6262218692646601,0.8367247843798183,0.7478111925013105,0.8320281213260348
0.6202223881643748,0.838586510610271,0.9800618983573153,0.7128942163671095
0.6162181691690138,0.8394741658826387,1.029756825553869,0.7833591839850309
