Datetime,CPU,RSS,VMSize,Read,Write,Annotation
2022-08-15 14-26-07,0.0,786493440,2631315456,0,0,start_loggin
2022-08-15 14-26-07,77.05382436260624,786829312,2631315456,499712,4096,add samples
2022-08-15 14-27-06,99.95184789893023,788729856,2633043968,913408,0,init dataset
2022-08-15 19-55-02,99.50468341552902,34638102528,36552814592,20297003008,4096,split dataset
2022-08-15 19-55-03,162.7408142999007,34755907584,36771889152,8663040,4096,Model start
2022-08-15 19-55-03,60.65057712486883,34756939776,36776345600,520192,159744,modelsetup_done
2022-08-15 19-55-04,10.742496050552923,34756935680,36776345600,0,4096,train_start
2022-08-15 19-55-04,0.0,34756935680,36776345600,0,0,epoch_begin
2022-08-15 19-55-10,1439.8044830650736,35185774592,41869217792,21573632,0,
2022-08-15 19-55-13,1127.0217271942897,35219206144,41909571584,86016,4096,
2022-08-15 19-55-17,1302.8493894165535,35330686976,42025525248,0,4096,
2022-08-15 19-55-20,840.3658483217365,35347804160,42040209408,0,0,
2022-08-15 19-55-24,888.6757215619695,35347898368,42040209408,0,4096,
2022-08-15 19-55-27,969.8550724637681,35347988480,42040471552,0,4096,
2022-08-15 19-55-31,961.5239373977258,35347869696,42040733696,0,0,
2022-08-15 19-55-34,1001.8978837756131,35348271104,42038894592,0,4096,
2022-08-15 19-55-38,871.9302787125723,35348418560,42039156736,0,4096,
2022-08-15 19-55-41,879.600533769532,35366862848,42057150464,0,0,
2022-08-15 19-55-45,1063.4036521304095,35366793216,42021691392,0,4096,
2022-08-15 19-55-48,878.0035221854731,35366948864,42030358528,0,4096,
2022-08-15 19-55-51,884.798756261876,35367276544,42041126912,0,0,
2022-08-15 19-55-55,785.6218296309253,35367428096,42047430656,0,4096,
2022-08-15 19-55-58,829.641158668396,35311235072,41995935744,0,0,
2022-08-15 19-56-02,1264.6731515952124,35396550656,42082840576,0,4096,
2022-08-15 19-56-06,1501.747777610366,35311677440,41967042560,0,4096,
2022-08-15 19-56-09,1069.720614145482,35311947776,41985953792,0,0,
2022-08-15 19-56-13,837.1585645643046,35395948544,42076188672,0,4096,
2022-08-15 19-56-16,1047.5004152134197,35453448192,42141749248,0,4096,
2022-08-15 19-56-20,963.8615757885327,35453566976,42146213888,0,0,
2022-08-15 19-56-23,1034.385493619879,35453755392,42139910144,0,4096,
2022-08-15 19-56-27,998.2948038176033,35454332928,42142273536,0,0,
2022-08-15 19-56-30,892.9351784413693,35453853696,42148839424,0,4096,
2022-08-15 19-56-34,1002.5567703952902,35454021632,42109177856,0,4096,
2022-08-15 19-56-37,1042.5473235552213,35454300160,42123886592,0,4096,
2022-08-15 19-56-41,896.7866489338882,35454566400,42130452480,0,0,
2022-08-15 19-56-44,986.5994962216624,35483414528,42165334016,0,4096,
2022-08-15 19-56-47,881.3565172369159,35483631616,42174001152,0,0,
2022-08-15 19-56-51,939.202643731729,35455590400,42148040704,0,4096,
2022-08-15 19-56-54,981.5352082892789,35455762432,42141736960,0,4096,
2022-08-15 19-56-58,836.2154193044836,35455709184,42144100352,0,0,
2022-08-15 19-57-01,904.0615278257864,35456225280,42148564992,0,4096,
2022-08-15 19-57-05,957.2981106838321,35456069632,42144624640,0,4096,
2022-08-15 19-57-08,930.7951683810662,35456471040,42148827136,0,4096,
2022-08-15 19-57-12,1071.4601493097553,35456319488,42111266816,0,0,
2022-08-15 19-57-15,1035.1923399966404,35456675840,42126237696,0,4096,
2022-08-15 19-57-19,954.7169811320755,35457105920,42139107328,0,0,
2022-08-15 19-57-22,1279.2998233499277,35457138688,42147512320,0,4096,
2022-08-15 19-57-26,904.6724182113265,35457159168,42147774464,0,4096,
2022-08-15 19-57-29,974.4155680047176,35457409024,42148036608,0,4096,
2022-08-15 19-57-33,900.6448284756254,35457957888,42150400000,0,0,
2022-08-15 19-57-36,1090.17527866407,35458072576,42152501248,0,4096,
2022-08-15 19-57-40,1110.1468404553705,35457724416,42112839680,0,0,
2022-08-15 19-57-43,809.5308491673551,35457937408,42123608064,0,4096,
2022-08-15 19-57-47,1081.2126211590019,35486396416,42164424704,0,4096,
2022-08-15 19-57-50,957.9877866507238,35486498816,42166525952,0,4096,
2022-08-15 19-57-54,897.2604490648034,35486908416,42175193088,0,0,
2022-08-15 19-57-57,895.3260637160573,35487272960,42179657728,0,4096,
2022-08-15 19-58-01,958.073630498039,35487469568,42179919872,0,4096,
2022-08-15 19-58-04,1071.7880794701987,35487088640,42142359552,0,4096,
2022-08-15 19-58-08,941.395903419495,35487649792,42157068288,0,4096,
2022-08-15 19-58-11,884.9155304004802,35487842304,42161532928,0,0,
2022-08-15 19-58-14,904.8575351870924,35488260096,42165997568,0,4096,
2022-08-15 19-58-18,866.7378582717525,35488497664,42172563456,0,4096,
2022-08-15 19-58-21,1002.0053306257139,35488751616,42174664704,0,0,
2022-08-15 19-58-25,847.8943022295623,35489062912,42179129344,0,4096,
2022-08-15 19-58-28,916.6560523075617,35489263616,42183593984,0,4096,
2022-08-15 19-58-32,831.357220412595,35489177600,42183856128,0,0,
2022-08-15 19-58-35,922.8468238793287,35489792000,42181754880,0,4096,
2022-08-15 19-58-39,1042.8178407669861,35489910784,42177814528,0,4096,
2022-08-15 19-58-42,1080.0643750257914,35461804032,42151931904,0,0,
2022-08-15 19-58-46,952.0696423999317,35461914624,42154295296,0,4096,
2022-08-15 19-58-49,831.223260281149,35462131712,42150092800,0,0,
2022-08-15 19-58-52,990.2469705228731,35462320128,42154557440,0,4096,
2022-08-15 19-58-56,1338.6933874110302,35462311936,42116997120,0,4096,
2022-08-15 19-59-00,1035.649946285431,35519025152,42191097856,0,4096,
2022-08-15 19-59-03,874.7700507177856,35434942464,42114519040,0,0,
2022-08-15 19-59-06,883.8110126802154,35435442176,42118983680,0,4096,
2022-08-15 19-59-10,1152.8576094056173,35518988288,42207629312,0,0,
2022-08-15 19-59-14,906.549617006627,35435732992,42127912960,0,4096,
2022-08-15 19-59-17,897.1152613359545,35463213056,42156109824,0,4096,
2022-08-15 19-59-20,1030.7446629685662,35463548928,42151907328,0,4096,
2022-08-15 19-59-24,900.5539571434706,35464241152,42156371968,0,0,
2022-08-15 19-59-27,1003.4523408555069,35491979264,42180063232,0,4096,
2022-08-15 19-59-31,816.2492364080636,35491872768,42184527872,0,0,
2022-08-15 19-59-34,912.0252624391909,35492470784,42186891264,0,4096,
2022-08-15 19-59-38,965.1782267404452,35492466688,42147491840,0,4096,
2022-08-15 19-59-41,1211.5855623590073,35520540672,42194153472,0,0,
2022-08-15 19-59-45,934.5847261506814,35465707520,42145472512,0,4096,
2022-08-15 19-59-48,895.4209748892172,35466121216,42154139648,0,4096,
2022-08-15 19-59-52,920.9544988026,35494051840,42186620928,0,0,
2022-08-15 19-59-55,1032.7122849812845,35494387712,42184781824,0,4096,
2022-08-15 19-59-59,1011.3681040612322,35523190784,42207096832,0,4096,
2022-08-15 20-00-02,880.7893711862206,35523538944,42209460224,0,0,
