Datetime,CPU,RSS,VMSize,Read,Write,Annotation,,,
2022-08-11 06-48-36,1181.636595,36063277056,43873591296,4096,4096,,,,
2022-08-11 06-48-40,857.3468071,36063744000,43873853440,36864,4096,,,,
2022-08-11 06-48-43,925.919313,35945463808,43761893376,36864,4096,,,,
2022-08-11 06-48-47,1203.976208,35945676800,43760054272,36864,4096,,,,
2022-08-11 06-48-50,1065.682167,36051968000,43868794880,36864,4096,,,,
2022-08-11 06-48-54,1071.225071,36056940544,43834515456,40960,4096,,,,
2022-08-11 06-48-57,988.5261702,36063313920,43849560064,40960,4096,,,,
2022-08-11 06-49-01,1016.763541,36064595968,43864530944,40960,4096,,,,
2022-08-11 06-49-04,895.8345845,36079501312,43884707840,40960,4096,,,,
2022-08-11 06-49-08,945.4901627,35974819840,43784962048,4096,4096,,,,
2022-08-11 06-49-11,947.924272,35947171840,43764252672,4096,4096,,,,
2022-08-11 06-49-15,1144.882215,35947515904,43762413568,4096,4096,,,,
2022-08-11 06-49-18,1079.557919,35947520000,43764776960,4096,4096,,,,
2022-08-11 06-49-22,1300.432832,35947814912,43725115392,4096,4096,,,,
2022-08-11 06-49-26,1189.643491,35947577344,43740086272,4096,4096,,,,
2022-08-11 06-49-29,1086.281843,35948376064,43748753408,4096,4096,,,,
2022-08-11 06-49-33,1034.145533,35949027328,43757420544,4096,4096,,,,
2022-08-11 06-49-36,1162.436008,35949154304,43761885184,4096,4096,,,,
2022-08-11 06-49-40,1159.898726,35949539328,43764248576,4096,4096,,,,
2022-08-11 06-49-44,1238.856504,36073672704,43851415552,40960,4096,,,,
2022-08-11 06-49-47,863.2239508,36005060608,43794382848,4096,4096,,,,
2022-08-11 06-49-51,1239.305711,35950313472,43748225024,4096,4096,,,,
2022-08-11 06-49-54,1105.272357,35950501888,43765559296,4096,4096,,,,
2022-08-11 06-49-58,1301.361573,35950776320,43767922688,4096,4096,,,,
2022-08-11 06-50-02,1289.274991,35950931968,43766083584,4096,4096,,,,
2022-08-11 06-50-05,1114.087874,36074348544,43891650560,4096,4096,,,,
2022-08-11 06-50-09,1187.279612,36007895040,43824402432,0,0,,,,
2022-08-11 06-50-12,1125.612694,35952381952,43768971264,0,0,,,,
2022-08-11 06-50-16,1175.968711,36077072384,43892236288,0,0,,,,
2022-08-11 06-50-19,929.3362622,36082774016,43893129216,0,0,,,,
2022-08-11 06-50-23,1200.52444,36083245056,43897593856,0,0,,,,
2022-08-11 06-50-27,1400.861799,36085116928,43863539712,0,0,,,,
2022-08-11 06-50-30,903.543887,36086853632,43880611840,0,0,,,,
2022-08-11 06-50-34,936.204781,36086943744,43885076480,0,4096,,,,
2022-08-11 06-50-37,877.3719473,36087889920,43887439872,8192,8192,,,,
2022-08-11 06-50-41,1172.645629,36009267200,43817496576,36864,4096,,,,
2022-08-11 06-50-44,1058.855106,35954835456,43765288960,36864,4096,,,,
2022-08-11 06-50-48,1168.837133,36087939072,43903078400,36864,4096,,,,
2022-08-11 06-50-51,960.2732124,36088909824,43905441792,4096,4096,,,,
2022-08-11 06-50-55,1084.13531,36099760128,43877666816,4096,4096,,,,
2022-08-11 06-50-58,845.5119882,36105351168,43893915648,4096,4096,,,,
2022-08-11 06-51-02,984.8753768,36106633216,43904684032,36864,4096,,,,
2022-08-11 06-51-05,1575.451101,36107284480,43917553664,36864,4096,,,,
2022-08-11 06-51-09,846.6994564,36107337728,43922018304,36864,4096,,,,
2022-08-11 06-51-12,914.3911756,36107411456,43913875456,4096,4096,,,,
2022-08-11 06-51-16,928.6850567,36107980800,43920441344,4096,4096,,,,
2022-08-11 06-51-19,877.0672451,36108337152,43922804736,36864,4096,,,,
2022-08-11 06-51-23,1235.284566,36108881920,43925430272,4096,4096,,,,
2022-08-11 06-51-26,979.916424,36108369920,43885768704,36864,4096,,,,
2022-08-11 06-51-30,923.1691649,36110376960,43904921600,4096,4096,,,,
2022-08-11 06-51-33,897.6502427,36111409152,43911487488,36864,4096,,,,
2022-08-11 06-51-37,885.1008571,36111851520,43922255872,36864,4096,,,,
2022-08-11 06-51-40,869.1729323,36112302080,43928821760,4096,4096,,,,
2022-08-11 06-51-44,1206.077348,36112113664,43889160192,36864,4096,,,,
2022-08-11 06-51-47,900.3322825,36112695296,43906232320,36864,4096,,,,
2022-08-11 06-51-50,816.0236872,36112879616,43912798208,4096,4096,,,,
2022-08-11 06-51-54,861.4809989,36113350656,43919364096,4096,4096,,,,
2022-08-11 06-51-57,940.2603991,36113477632,43925929984,36864,4096,,,,
2022-08-11 06-52-01,1045.825129,36080099328,43894820864,4096,4096,,,,
2022-08-11 06-52-04,926.9410704,36119437312,43936612352,4096,4096,,,,
2022-08-11 06-52-08,980.587909,36120522752,43934773248,4096,4096,,,,
2022-08-11 06-52-11,853.7744885,36120653824,43937136640,4096,4096,,,,
2022-08-11 06-52-15,1091.244088,36120252416,43897475072,4096,4096,,,,
2022-08-11 06-52-18,1478.889576,36120821760,43912445952,4096,4096,,,,
2022-08-11 06-52-22,894.9982812,36121104384,43919011840,4096,4096,,,,
2022-08-11 06-52-25,873.2674983,36121423872,43923476480,4096,4096,,,,
2022-08-11 06-52-29,1028.295445,36093968384,43900436480,4096,4096,,,,
2022-08-11 06-52-32,944.9757095,36115791872,43926634496,4096,4096,,,,
2022-08-11 06-52-36,802.3077601,36122042368,43938697216,4096,4096,,,,
2022-08-11 06-52-39,935.3010626,36122341376,43932655616,4096,4096,,,,
2022-08-11 06-52-43,901.9232399,36122456064,43939221504,4096,4096,,,,
2022-08-11 06-52-46,1184.565709,36132839424,43910811648,4096,4096,,,,
2022-08-11 06-52-50,1126.882971,36138885120,43930972160,4096,4096,,,,
2022-08-11 06-52-53,864.4362892,36139765760,43937538048,4096,4096,,,,
2022-08-11 06-52-57,913.0649838,36140032000,43942002688,4096,4096,,,,
2022-08-11 06-53-00,953.4383893,36140224512,43944366080,4096,4096,,,,
2022-08-11 06-53-04,1033.249308,36140695552,43950931968,4096,4096,,,,
2022-08-11 06-53-07,843.6178476,36141043712,43955396608,4096,4096,,,,
2022-08-11 06-53-11,902.9982964,36141355008,43951456256,4096,4096,,,,
2022-08-11 06-53-14,1073.580288,36142473216,43955286016,4096,4096,,,,
2022-08-11 06-53-17,885.1585077,36143296512,43957649408,4096,4096,,,,
2022-08-11 06-53-21,921.6910984,36143624192,43953709056,0,0,,,,
2022-08-11 06-53-24,1029.220097,36144783360,43959173120,0,0,,,,
2022-08-11 06-53-28,984.3354631,36145025024,43953393664,0,0,,,,
2022-08-11 06-53-31,976.9616594,36145659904,43959959552,0,0,,,,
2022-08-11 06-53-35,1030.916255,36145917952,43962322944,0,0,,,,
2022-08-11 06-53-38,961.1917559,36150296576,43967819776,0,0,,,,
2022-08-11 06-53-42,1007.852039,36156727296,43969744896,0,4096,,,,
2022-08-11 06-53-45,877.0509453,36157562880,43972108288,0,0,,,,
2022-08-11 06-53-49,996.081412,36157882368,43972370432,8192,8192,,,,
2022-08-11 06-53-52,924.5121693,36158185472,43974733824,4096,4096,,,,
2022-08-11 06-53-56,922.5325565,36157939712,43935072256,36864,4096,,,,
2022-08-11 06-53-59,1078.816173,36196429824,43990122496,36864,4096,,,,
2022-08-11 06-54-03,1078.307225,36197965824,44004372480,4096,4096,,,,
2022-08-11 06-54-06,924.3199246,36198834176,44010938368,4096,4096,,,,
2022-08-11 06-54-10,930.5444271,36145721344,43953942528,4096,4096,,,,
2022-08-11 06-54-13,912.9415761,36151468032,43962499072,36864,4096,,,,
2022-08-11 06-54-17,921.3235016,36152496128,43969064960,4096,4096,,,,
2022-08-11 06-54-21,1132.635554,36159672320,43936919552,4096,4096,,,,
2022-08-11 06-54-24,1209.482865,36164878336,43961487360,36864,4096,,,,
2022-08-11 06-54-28,950.0812313,36165861376,43965952000,4096,4096,,,,
2022-08-11 06-54-31,976.9715551,36176293888,43981352960,4096,4096,,,,
2022-08-11 06-54-35,957.5551494,36177432576,43983716352,4096,4096,,,,
2022-08-11 06-54-38,883.9442214,36177969152,43988180992,4096,4096,,,,
2022-08-11 06-54-42,1066.816517,36204724224,44022108160,4096,4096,,,,
2022-08-11 06-54-45,953.6034298,36205551616,44018167808,4096,4096,,,,
2022-08-11 06-54-49,742.1285141,36205502464,43982708736,4096,4096,,,,
2022-08-11 06-54-53,913.690769,36122578944,43918135296,4096,4096,,,,
2022-08-11 06-54-57,1308.094468,36206587904,44008693760,4096,4096,,,,
2022-08-11 06-55-00,873.7123689,36207525888,44018057216,4096,4096,,,,
2022-08-11 06-55-04,816.9089883,36126855168,43943202816,4096,4096,,,,
2022-08-11 06-55-07,1277.597939,36207550464,43984752640,4096,4096,,,,
2022-08-11 06-55-11,1030.397467,36219449344,44017336320,4096,4096,,,,
2022-08-11 06-55-14,1030.337407,36214890496,44021022720,36864,4096,,,,
2022-08-11 06-55-18,1018.670926,36180590592,43988398080,4096,4096,,,,
2022-08-11 06-55-21,939.8913597,36208336896,44019138560,4096,4096,,,,
2022-08-11 06-55-25,974.968223,36208779264,44019400704,4096,4096,,,,
2022-08-11 06-55-28,974.6704968,36209152000,44023865344,4096,4096,,,,
2022-08-11 06-55-32,852.2238902,36209487872,44022026240,4096,4096,,,,
2022-08-11 06-55-35,859.5916961,36125941760,43940495360,4096,4096,,,,
2022-08-11 06-55-39,1107.832288,36182384640,43997790208,4096,4096,,,,
2022-08-11 06-55-42,925.4248868,36193288192,44010934272,4096,4096,,,,
2022-08-11 06-55-46,890.5673452,36126961664,43941543936,4096,4096,,,,
2022-08-11 06-55-49,1230.660435,36181692416,43999318016,4096,4096,,,,
2022-08-11 06-55-53,889.424318,36182798336,43997478912,4096,4096,,,,
2022-08-11 06-55-56,873.3273017,36195241984,44012294144,4096,4096,,,,
2022-08-11 06-56-00,1196.156689,36195663872,44006252544,4096,4096,,,,
2022-08-11 06-56-03,932.4405016,36196392960,44012818432,4096,4096,,,,
2022-08-11 06-56-06,943.9716924,36196683776,44010979328,4096,4096,,,,
2022-08-11 06-56-10,838.5590452,36197629952,44012187648,4096,4096,,,,
2022-08-11 06-56-13,1121.026654,36203089920,43980808192,4096,4096,,,,
2022-08-11 06-56-17,868.5852562,36204163072,43993677824,4096,4096,,,,
2022-08-11 06-56-20,1032.270548,36204457984,44002607104,4096,4096,,,,
2022-08-11 06-56-24,974.5627441,36204867584,44009172992,4096,4096,,,,
2022-08-11 06-56-27,927.7192386,36205359104,44013637632,4096,4096,,,,
2022-08-11 06-56-31,878.4801382,36205535232,44018102272,4096,4096,,,,
2022-08-11 06-56-34,900.3636364,36205764608,44020465664,4096,4096,,,,
2022-08-11 06-56-37,796.9145812,36206047232,44018626560,0,0,,,,
2022-08-11 06-56-41,847.4119182,36206182400,44018888704,0,0,,,,
2022-08-11 06-56-44,959.8975235,36206592000,44021252096,0,0,,,,
2022-08-11 06-56-48,920,36206981120,44019412992,0,0,,,,
2022-08-11 06-56-51,923.7953725,36211834880,44026789888,0,4096,,,,
2022-08-11 06-56-55,1047.579901,36212363264,44022849536,0,0,,,,
2022-08-11 06-56-58,921.207985,36213002240,44025212928,0,0,,,,
2022-08-11 06-57-02,895.7908766,36213284864,44021534720,0,0,,,,
2022-08-11 06-57-05,840.9191994,36213387264,44028100608,8192,8192,,,,
2022-08-11 06-57-08,876.8828048,36213792768,44024160256,36864,4096,,,,
2022-08-11 06-57-12,920.4234709,36213669888,44030726144,36864,4096,,,,
2022-08-11 06-57-15,787.1468434,36214157312,44024684544,4096,4096,,,,
2022-08-11 06-57-19,1140.230263,36214706176,44029149184,4096,4096,,,,
2022-08-11 06-57-22,914.2367801,36214296576,44031512576,36864,4096,,,,
2022-08-11 06-57-26,954.9915398,36220489728,44037754880,4096,4096,,,,
2022-08-11 06-57-29,1120.906739,36226252800,44003893248,4096,4096,,,,
2022-08-11 06-57-33,1038.956042,36227309568,44016762880,4096,4096,,,,
2022-08-11 06-57-36,870.3882021,36227399680,44023328768,36864,4096,,,,
2022-08-11 06-57-40,855.4130933,36227862528,44029894656,4096,4096,,,,
2022-08-11 06-57-43,908.9959323,36228431872,44038561792,4096,4096,,,,
2022-08-11 06-57-46,857.4131123,36228739072,44043288576,4096,4096,,,,
2022-08-11 06-57-50,1105.640941,36229099520,44041449472,36864,4096,,,,
2022-08-11 06-57-53,925.6468374,36229058560,44041711616,4096,4096,,,,
2022-08-11 06-57-57,951.0834329,36229345280,44046176256,4096,4096,,,,
2022-08-11 06-58-00,1021.962031,36229894144,44044337152,4096,4096,,,,
2022-08-11 06-58-04,1082.946062,36230049792,44044599296,4096,4096,,,,
2022-08-11 06-58-07,923.6803178,36230443008,44046962688,4096,4096,,,,
2022-08-11 06-58-11,854.3976349,36230721536,44043022336,36864,4096,,,,
2022-08-11 06-58-14,972.2516416,36230963200,44047486976,36864,4096,,,,
2022-08-11 06-58-18,981.7616145,36231131136,44041445376,36864,4096,,,,
2022-08-11 06-58-21,932.596401,36231450624,44048011264,36864,4096,,,,
2022-08-11 06-58-25,938.2707632,36242448384,44059660288,4096,4096,,,,
2022-08-11 06-58-28,937.9708668,36248965120,44065964032,36864,4096,,,,
2022-08-11 06-58-32,1039.467,36248981504,44026302464,36864,4096,,,,
2022-08-11 06-58-35,861.8809318,36249214976,44043374592,36864,4096,,,,
2022-08-11 06-58-39,1353.311037,36250079232,44049940480,40960,4096,,,,
2022-08-11 06-58-42,950.4969157,36220682240,44027293696,4096,4096,,,,
2022-08-11 06-58-46,985.0628003,36244299776,44055298048,40960,4096,,,,
2022-08-11 06-58-49,832.2555445,36245000192,44059762688,4096,4096,,,,
2022-08-11 06-58-53,937.821141,36245544960,44060024832,4096,4096,,,,
2022-08-11 06-58-56,859.9879921,36246020096,44062388224,4096,4096,,,,
2022-08-11 06-58-59,995.1009739,36245655552,44022726656,4096,4096,,,,
2022-08-11 06-59-03,951.0207539,36250890240,44045438976,4096,4096,,,,
2022-08-11 06-59-06,990.953328,36257230848,44059725824,4096,4096,,,,
2022-08-11 06-59-10,1019.175792,36258320384,44068655104,4096,4096,,,,
2022-08-11 06-59-13,889.2712725,36260843520,44076265472,4096,4096,,,,
2022-08-11 06-59-17,943.3610136,36225466368,44039634944,4096,4096,,,,
2022-08-11 06-59-20,1033.611402,36249047040,44067205120,4096,4096,,,,
2022-08-11 06-59-24,917.0985783,36249841664,44065366016,4096,4096,,,,
2022-08-11 06-59-27,930.4679792,36251250688,44062527488,4096,4096,,,,
2022-08-11 06-59-31,816.3710778,36251512832,44069093376,4096,4096,,,,
2022-08-11 06-59-34,1102.43701,36254822400,44069257216,4096,4096,,,,
2022-08-11 06-59-38,922.3992899,36256845824,44070236160,4096,4096,,,,
2022-08-11 06-59-41,977.6681271,36257267712,44072599552,4096,4096,,,,
2022-08-11 06-59-45,1004.331403,36257370112,44074962944,4096,4096,,,,
2022-08-11 06-59-48,1141.70622,36257333248,44035301376,4096,4096,,,,
2022-08-11 06-59-52,883.0111206,36268019712,44062007296,0,0,,,,
2022-08-11 06-59-55,944.2439169,36274790400,44074094592,0,0,,,,
2022-08-11 06-59-59,1085.637943,36201844736,44009082880,0,4096,,,,
2022-08-11 07-00-02,1192.832182,36268572672,44082860032,0,0,,,,
2022-08-11 07-00-06,1048.647736,36269768704,44083122176,0,0,,,,
2022-08-11 07-00-09,944.920357,36272295936,44086562816,0,0,,,,
2022-08-11 07-00-12,861.6690485,36202999808,44018536448,0,0,,,,
2022-08-11 07-00-16,1114.8142,36258254848,44076310528,0,0,,,,
2022-08-11 07-00-20,1233.543576,36271521792,44049678336,40960,8192,,,,
2022-08-11 07-00-23,803.7712789,36277125120,44072030208,36864,4096,,,,
2022-08-11 07-00-27,893.1846344,36282945536,44084289536,36864,4096,,,,
2022-08-11 07-00-30,914.2028986,36204146688,44009340928,36864,4096,,,,
2022-08-11 07-00-33,996.0425406,36270284800,44082429952,36864,4096,,,,
2022-08-11 07-00-37,1088.100621,36288548864,44107169792,4096,4096,,,,
2022-08-11 07-00-41,1169.874408,36289286144,44067508224,36864,4096,,,,
2022-08-11 07-00-44,773.8877555,36204982272,44000145408,36864,4096,,,,
2022-08-11 07-00-48,1221.502778,36205826048,44004610048,36864,4096,,,,
2022-08-11 07-00-51,1211.135283,36284661760,44088225792,4096,4096,,,,
2022-08-11 07-00-55,873.1734716,36206690304,44013539328,4096,4096,,,,
2022-08-11 07-00-58,1105.750653,36262658048,44074049536,36864,4096,,,,
2022-08-11 07-01-02,960.3611967,36285018112,44101054464,36864,4096,,,,
2022-08-11 07-01-05,870.5166131,36285992960,44101316608,36864,4096,,,,
2022-08-11 07-01-09,845.8905005,36207554560,44025094144,4096,4096,,,,
2022-08-11 07-01-12,1147.038673,36285976576,44101734400,4096,4096,,,,
2022-08-11 07-01-16,1106.766793,36291698688,44109754368,36864,4096,,,,
2022-08-11 07-01-19,775.7346804,36297752576,44111900672,36864,4096,,,,
2022-08-11 07-01-22,828.8211506,36303917056,44120313856,4096,4096,,,,
2022-08-11 07-01-26,906.8212824,36304855040,44120576000,4096,4096,,,,
2022-08-11 07-01-29,974.2268915,36307099648,44125208576,36864,4096,,,,
2022-08-11 07-01-33,1004.160563,36307304448,44085547008,36864,4096,,,,
2022-08-11 07-01-36,972.2543353,36307816448,44094214144,36864,4096,,,,
2022-08-11 07-01-40,919.7222936,36307935232,44104982528,36864,4096,,,,
2022-08-11 07-01-43,868.8067528,36308496384,44115750912,36864,4096,,,,
2022-08-11 07-01-47,908.9718176,36308799488,44120215552,36864,4096,,,,
2022-08-11 07-01-50,859.8583902,36309147648,44122578944,40960,4096,,,,
2022-08-11 07-01-53,853.7850345,36309397504,44124942336,40960,4096,,,,
2022-08-11 07-01-57,974.1913575,36309626880,44123103232,4096,4096,,,,
2022-08-11 07-02-00,1011.459296,36310016000,44125728768,4096,4096,,,,
2022-08-11 07-02-04,875.2301471,36310519808,44123889664,4096,4096,,,,
2022-08-11 07-02-07,1030.544178,36311257088,44129095680,4096,4096,,,,
2022-08-11 07-02-11,910.3305963,36311650304,44129357824,4096,4096,,,,
2022-08-11 07-02-14,993.7471071,36311482368,44089696256,4096,4096,,,,
2022-08-11 07-02-18,1078.708075,36317421568,44106354688,4096,4096,,,,
2022-08-11 07-02-21,943.4684204,36318298112,44119224320,4096,4096,,,,
2022-08-11 07-02-25,847.6635106,36318777344,44127891456,4096,4096,,,,
2022-08-11 07-02-28,871.241688,36321914880,44135952384,4096,4096,,,,
2022-08-11 07-02-31,889.6978022,36327108608,44142026752,4096,4096,,,,
2022-08-11 07-02-35,977.8077117,36328771584,44144390144,4096,4096,,,,
2022-08-11 07-02-38,985.1245251,36328898560,44140449792,4096,4096,,,,
2022-08-11 07-02-42,1124.215043,36329512960,44145176576,4096,4096,,,,
2022-08-11 07-02-45,930.0955958,36330000384,44147539968,4096,4096,,,,
2022-08-11 07-02-49,1215.754253,36331073536,44109942784,4096,4096,,,,
2022-08-11 07-02-52,821.2948381,36332298240,44127014912,4096,4096,,,,
2022-08-11 07-02-56,898.6603489,36332548096,44133580800,0,0,,,,
2022-08-11 07-02-59,861.2643928,36333367296,44138872832,4096,4096,,,,
2022-08-11 07-03-03,968.4883622,36334043136,44149641216,4096,4096,,,,
2022-08-11 07-03-06,912.2413128,36334600192,44152004608,0,4096,,,,
2022-08-11 07-03-10,1208.643827,36334309376,44112822272,0,0,,,,
2022-08-11 07-03-13,879.016576,36335194112,44127793152,0,0,,,,
2022-08-11 07-03-16,939.5336765,36335534080,44134359040,0,0,,,,
2022-08-11 07-03-20,924.1556881,36335906816,44147228672,0,0,,,,
2022-08-11 07-03-23,970.8125476,36341448704,44155305984,0,0,,,,
2022-08-11 07-03-27,884.8547898,36341764096,44157669376,0,0,,,,
2022-08-11 07-03-30,1036.068264,36341616640,44120109056,36864,8192,,,,
2022-08-11 07-03-34,901.527005,36346875904,44142358528,4096,4096,,,,
2022-08-11 07-03-37,887.2871151,36348014592,44153126912,4096,4096,,,,
2022-08-11 07-03-41,879.2345487,36347731968,44159692800,4096,4096,,,,
2022-08-11 07-03-44,812.1042749,36348694528,44164485120,4096,4096,,,,
2022-08-11 07-03-48,1048.057217,36349382656,44166848512,36864,4096,,,,
2022-08-11 07-03-51,1050.4894,36349186048,44127186944,36864,4096,,,,
2022-08-11 07-03-55,987.7719683,36349521920,44140056576,36864,4096,,,,
2022-08-11 07-03-58,836.0700957,36351119360,44150583296,4096,4096,,,,
2022-08-11 07-04-02,1066.294801,36352110592,44155047936,4096,4096,,,,
2022-08-11 07-04-05,837.6892235,36352315392,44157411328,4096,4096,,,,
2022-08-11 07-04-09,985.744838,36356620288,44169146368,4096,4096,,,,
2022-08-11 07-04-13,789.6943907,36358008832,44175712256,4096,4096,,,,
2022-08-11 07-04-17,838.3655165,36358090752,44171771904,4096,4096,,,,
2022-08-11 07-04-21,949.0775531,36363948032,44179951616,4096,4096,,,,
2022-08-11 07-04-24,1113.637868,36364619776,44182315008,4096,4096,,,,
2022-08-11 07-04-28,1100.189472,36364435456,44142653440,4096,4096,,,,
2022-08-11 07-04-31,953.8761002,36364877824,44159725568,4096,4096,,,,
2022-08-11 07-04-35,1034.503047,36365402112,44166291456,4096,4096,,,,
2022-08-11 07-04-38,887.5519561,36365447168,44170756096,4096,4096,,,,
2022-08-11 07-04-42,851.8681319,36366188544,44177485824,4096,4096,,,,
2022-08-11 07-04-45,863.1734317,36366446592,44179849216,36864,4096,,,,
2022-08-11 07-04-49,919.2630101,36366893056,44180111360,4096,4096,,,,
2022-08-11 07-04-52,845.1607252,36366680064,44178534400,4096,4096,,,,
2022-08-11 07-04-55,830.1253068,36367609856,44180897792,4096,4096,,,,
2022-08-11 07-04-59,899.2822452,36367798272,44181159936,4096,4096,,,,
2022-08-11 07-05-02,921.4939614,36367917056,44183523328,4096,4096,,,,
2022-08-11 07-05-06,1037.971953,36373704704,44189642752,4096,4096,,,,
2022-08-11 07-05-09,920.18282,36374401024,44187803648,4096,4096,,,,
2022-08-11 07-05-13,914.7450347,36376313856,44192690176,4096,4096,,,,
2022-08-11 07-05-16,860.4667183,36377481216,44190851072,4096,4096,,,,
2022-08-11 07-05-20,995.5213791,36377903104,44193214464,4096,4096,,,,
2022-08-11 07-05-24,1779.395092,36378021888,44191375360,4096,4096,,,,
2022-08-11 07-05-27,1356.889345,36377976832,44191637504,4096,4096,,,,
2022-08-11 07-05-31,954.9915398,36378419200,44194000896,4096,4096,,,,
2022-08-11 07-05-34,864.3770928,36379062272,44196626432,4096,4096,,,,
2022-08-11 07-05-38,886.411926,36379185152,44196888576,4096,4096,,,,
2022-08-11 07-05-41,999.6219917,36383907840,44163059712,4096,4096,,,,
2022-08-11 07-05-45,1011.222227,36390596608,44181770240,4096,4096,,,,
2022-08-11 07-05-48,1112.757881,36391251968,44188336128,4096,4096,,,,
2022-08-11 07-05-52,858.7697532,36391587840,44194902016,4096,4096,,,,
2022-08-11 07-05-55,819.7332643,36393144320,44200865792,4096,4096,,,,
2022-08-11 07-05-59,927.3122311,36394164224,44205330432,4096,4096,,,,
2022-08-11 07-06-02,982.9417989,36394393600,44207693824,4096,4096,,,,
2022-08-11 07-06-05,918.6930542,36394663936,44207955968,4096,4096,,,,
2022-08-11 07-06-09,894.911796,36399263744,44215201792,4096,4096,,,,
2022-08-11 07-06-12,874.2230819,36399968256,44217565184,4096,4096,,,,
2022-08-11 07-06-16,1003.980562,36400443392,44213886976,4096,4096,,,,
2022-08-11 07-06-20,1656.094132,36400566272,44212047872,0,0,,,,
2022-08-11 07-06-23,867.9105442,36400893952,44214411264,0,0,,,,
2022-08-11 07-06-27,1048.948153,36401123328,44216774656,0,0,,,,
2022-08-11 07-06-30,930.2242305,36401651712,44219138048,0,0,,,,
2022-08-11 07-06-34,955.663084,36402036736,44217298944,0,0,,,,
2022-08-11 07-06-37,922.2935351,36407365632,44225155072,0,0,,,,
2022-08-11 07-06-41,973.4553971,36406845440,44185493504,0,0,,,,
2022-08-11 07-06-44,835.9148788,36407693312,44196261888,0,0,,,,
2022-08-11 07-06-47,1005.743907,36407955456,44205105152,8192,8192,,,,
2022-08-11 07-06-51,933.9786864,36408758272,44209569792,4096,4096,,,,
2022-08-11 07-06-54,917.8233841,36408930304,44214034432,4096,4096,,,,
2022-08-11 07-06-58,836.9682574,36409356288,44218499072,36864,4096,,,,
2022-08-11 07-07-01,913.2732835,36409683968,44223225856,36864,4096,,,,
2022-08-11 07-07-05,995.1983911,36409823232,44223488000,4096,4096,,,,
2022-08-11 07-07-08,825.6064103,36409999360,44223750144,4096,4096,,,,
2022-08-11 07-07-12,1002.842725,36410552320,44226113536,36864,4096,,,,
2022-08-11 07-07-16,1602.844484,36409913344,44188553216,36864,4096,,,,
2022-08-11 07-07-19,980.5227263,36410867712,44203524096,36864,4096,,,,
2022-08-11 07-07-23,933.9661821,36411359232,44210089984,4096,4096,,,,
2022-08-11 07-07-26,900.8011653,36411400192,44214554624,4096,4096,,,,
2022-08-11 07-07-29,937.4473571,36416294912,44228091904,4096,4096,,,,
2022-08-11 07-07-33,990.0680445,36422721536,44238630912,4096,4096,,,,
2022-08-11 07-07-36,905.112492,36423352320,44236791808,4096,4096,,,,
2022-08-11 07-07-40,886.5990067,36423946240,44237053952,4096,4096,,,,
2022-08-11 07-07-43,874.7721145,36423811072,44239679488,36864,4096,,,,
2022-08-11 07-07-47,902.8398268,36423962624,44237840384,36864,4096,,,,
2022-08-11 07-07-50,887.7125687,36424691712,44240203776,36864,4096,,,,
2022-08-11 07-07-53,875.1294228,36424982528,44240465920,4096,4096,,,,
2022-08-11 07-07-57,999.106953,36425244672,44238626816,32768,4096,,,,
2022-08-11 07-08-00,981.9225251,36425592832,44243091456,36864,4096,,,,
2022-08-11 07-08-04,1092.403487,36425203712,44203429888,36864,4096,,,,
2022-08-11 07-08-07,887.1578768,36431523840,44224614400,4096,4096,,,,
2022-08-11 07-08-11,1658.709317,36432179200,44237484032,36864,4096,,,,
2022-08-11 07-08-15,945.6857557,36432449536,44241948672,40960,4096,,,,
2022-08-11 07-08-18,1088.931046,36433027072,44246413312,40960,4096,,,,
2022-08-11 07-08-22,924.556363,36433907712,44251234304,40960,4096,,,,
2022-08-11 07-08-26,1428.966577,36433428480,44211834880,4096,4096,,,,
2022-08-11 07-08-29,1095.69286,36437762048,44235493376,4096,4096,,,,
2022-08-11 07-08-33,885.9371633,36439011328,44242059264,4096,4096,,,,
2022-08-11 07-08-36,912.2483006,36439199744,44248625152,4096,4096,,,,
2022-08-11 07-08-40,1005.732565,36439384064,44253089792,4096,4096,,,,
2022-08-11 07-08-43,964.7584144,36439863296,44255453184,4096,4096,,,,
2022-08-11 07-08-46,951.5732338,36440113152,44255715328,4096,4096,,,,
2022-08-11 07-08-50,975.013787,36440203264,44255977472,40960,4096,,,,
2022-08-11 07-08-53,995.2205102,36445327360,44257304576,12288,4096,,,,
2022-08-11 07-08-57,946.2848428,36451962880,44265758720,4096,4096,,,,
2022-08-11 07-09-00,881.5463918,36452995072,44266020864,4096,4096,,,,
2022-08-11 07-09-04,933.1557465,36452855808,44268384256,4096,4096,,,,
2022-08-11 07-09-07,1070.198127,36453457920,44266807296,40960,4096,,,,
2022-08-11 07-09-11,924.4144845,36453683200,44262866944,4096,4096,,,,
2022-08-11 07-09-14,987.3893712,36453957632,44267331584,4096,4096,,,,
2022-08-11 07-09-18,1017.563739,36454023168,44269694976,4096,4096,,,,
2022-08-11 07-09-21,819.9190354,36454412288,44269957120,4096,4096,,,,
2022-08-11 07-09-25,1063.116862,36454588416,44268118016,4096,4096,,,,
2022-08-11 07-09-28,1009.946237,36455133184,44272582656,4096,4096,,,,
2022-08-11 07-09-32,997.470482,36460118016,44238471168,4096,4096,,,,
2022-08-11 07-09-35,924.4554752,36461006848,44255543296,0,0,,,,
