Datetime,CPU,RSS,VMSize,Read,Write,Annotation,,,
2022-08-11 09-17-38,862.6216078,38040866816,45857710080,4096,4096,,,,
2022-08-11 09-17-42,885.9083337,38041042944,45857710080,36864,4096,,,,
2022-08-11 09-17-45,892.0190164,38041292800,45859987456,4096,4096,,,,
2022-08-11 09-17-48,856.160996,38041186304,45862088704,4096,4096,,,,
2022-08-11 09-17-52,1039.148157,38041169920,45857886208,4096,4096,,,,
2022-08-11 09-17-55,838.5676347,38040817664,45859987456,4096,4096,,,,
2022-08-11 09-17-59,794.6815955,38041296896,45859987456,4096,4096,,,,
2022-08-11 09-18-02,854.9056766,38041165824,45862088704,4096,4096,,,,
2022-08-11 09-18-06,1034.349602,38041337856,45857886208,4096,4096,,,,
2022-08-11 09-18-09,990.0858672,38041096192,45859987456,4096,4096,,,,
2022-08-11 09-18-13,892.3429736,38041194496,45864189952,4096,4096,,,,
2022-08-11 09-18-16,1108.177242,38040768512,45824266240,4096,4096,,,,
2022-08-11 09-18-20,891.850472,38040707072,45838974976,4096,4096,,,,
2022-08-11 09-18-23,892.5376916,38041018368,45847379968,4096,4096,,,,
2022-08-11 09-18-27,988.6575137,38040842240,45855784960,4096,4096,,,,
2022-08-11 09-18-30,874.8453168,38041051136,45862088704,4096,4096,,,,
2022-08-11 09-18-34,877.4099983,38041051136,45864189952,4096,4096,,,,
2022-08-11 09-18-37,877.5675676,38040911872,45824266240,4096,4096,,,,
2022-08-11 09-18-41,863.4456671,38041088000,45841076224,4096,4096,,,,
2022-08-11 09-18-44,778.7537246,38040850432,45845278720,4096,4096,,,,
2022-08-11 09-18-47,846.5132346,38040903680,45851582464,4096,4096,,,,
2022-08-11 09-18-51,836.1325777,38041096192,45859987456,4096,4096,,,,
2022-08-11 09-18-54,988.4032707,38041227264,45862088704,4096,4096,,,,
2022-08-11 09-18-58,909.9483532,38041292800,45864189952,4096,4096,,,,
2022-08-11 09-19-01,1025.882743,38040678400,45824266240,4096,4096,,,,
2022-08-11 09-19-05,839.6511528,38040735744,45841076224,4096,4096,,,,
2022-08-11 09-19-08,844.272778,38040678400,45851582464,40960,4096,,,,
2022-08-11 09-19-12,816.2476157,38040788992,45859987456,32768,4096,,,,
2022-08-11 09-19-15,866.2679426,38041063424,45859987456,4096,4096,,,,
2022-08-11 09-19-19,902.6803078,38041481216,45859987456,4096,4096,,,,
2022-08-11 09-19-22,989.7942111,38041370624,45864189952,4096,4096,,,,
2022-08-11 09-19-26,1009.344085,38040670208,45824266240,40960,4096,,,,
2022-08-11 09-19-29,1017.325075,38040920064,45843177472,4096,4096,,,,
2022-08-11 09-19-33,798.4792846,38041477120,45853683712,4096,4096,,,,
2022-08-11 09-19-36,1169.554017,38041546752,45862088704,4096,4096,,,,
2022-08-11 09-19-40,875.7178366,38041022464,45855784960,4096,4096,,,,
2022-08-11 09-19-43,1067.432133,38041161728,45862088704,4096,4096,,,,
2022-08-11 09-19-47,967.356789,38041104384,45859987456,4096,4096,,,,
2022-08-11 09-19-50,818.0208198,38040850432,45859987456,4096,4096,,,,
2022-08-11 09-19-54,1050.576694,38041268224,45859987456,4096,4096,,,,
2022-08-11 09-19-57,921.1257036,38041202688,45857886208,4096,4096,,,,
2022-08-11 09-20-01,985.9262965,38041165824,45862088704,4096,4096,,,,
2022-08-11 09-20-04,866.6666667,38041096192,45859987456,4096,4096,,,,
2022-08-11 09-20-08,960.8850522,38041145344,45864189952,4096,4096,,,,
2022-08-11 09-20-11,945.6326255,38041284608,45859987456,4096,4096,,,,
2022-08-11 09-20-15,920.4916314,38041219072,45859987456,4096,4096,,,,
2022-08-11 09-20-18,1006.656731,38041145344,45859987456,4096,4096,,,,
2022-08-11 09-20-22,940.7837446,38041174016,45864189952,0,0,,,,
2022-08-11 09-20-25,1194.627653,38040563712,45824266240,0,0,,,,
2022-08-11 09-20-29,913.260676,38041059328,45841076224,0,4096,,,,
2022-08-11 09-20-32,1020.04222,38041038848,45847379968,0,0,,,,
2022-08-11 09-20-36,842.5608967,38040883200,45851582464,0,0,,,,
2022-08-11 09-20-39,962.0283119,38041481216,45859987456,36864,8192,,,,
2022-08-11 09-20-43,784.1171739,38041534464,45862088704,32768,4096,,,,
2022-08-11 09-20-46,879.6324918,38041333760,45862088704,4096,4096,,,,
2022-08-11 09-20-50,1184.195777,38040748032,45824266240,4096,4096,,,,
2022-08-11 09-20-53,891.1945392,38040809472,45832671232,4096,4096,,,,
2022-08-11 09-20-57,852.2208421,38040858624,45841076224,36864,4096,,,,
2022-08-11 09-21-00,878.4840044,38040903680,45851582464,4096,4096,,,,
2022-08-11 09-21-04,885.3562905,38041006080,45857886208,4096,4096,,,,
2022-08-11 09-21-07,1007.584665,38041026560,45859987456,4096,4096,,,,
2022-08-11 09-21-11,848.4999785,38040944640,45862088704,4096,4096,,,,
2022-08-11 09-21-14,904.0263358,38041100288,45859987456,4096,4096,,,,
2022-08-11 09-21-18,891.2858168,38040944640,45859987456,4096,4096,,,,
2022-08-11 09-21-21,873.2698521,38041575424,45862088704,4096,4096,,,,
2022-08-11 09-21-25,910.3598875,38041292800,45859987456,4096,4096,,,,
2022-08-11 09-21-28,908.3891901,38041223168,45859987456,4096,4096,,,,
2022-08-11 09-21-32,890.4658583,38041468928,45862088704,4096,4096,,,,
2022-08-11 09-21-35,856.7021414,38040993792,45859987456,4096,4096,,,,
2022-08-11 09-21-38,900.4539862,38041251840,45859987456,4096,4096,,,,
2022-08-11 09-21-42,1071.50668,38041239552,45859987456,4096,4096,,,,
2022-08-11 09-21-46,980.1776139,38041088000,45862088704,4096,4096,,,,
2022-08-11 09-21-49,999.120332,38041235456,45864189952,4096,4096,,,,
2022-08-11 09-21-53,1069.722439,38041030656,45824266240,4096,4096,,,,
2022-08-11 09-21-56,817.3950522,38040563712,45834772480,4096,4096,,,,
2022-08-11 09-22-00,1084.134224,38040997888,45841076224,4096,4096,,,,
2022-08-11 09-22-03,872.3116003,37983760384,45788606464,4096,4096,,,,
2022-08-11 09-22-07,1020.916822,38012190720,45820260352,4096,4096,,,,
2022-08-11 09-22-10,904.3212756,38012567552,45824876544,4096,4096,,,,
2022-08-11 09-22-14,903.7758013,38012751872,45829296128,4096,4096,,,,
2022-08-11 09-22-17,920.4284686,38012698624,45831397376,4096,4096,,,,
2022-08-11 09-22-21,885.8646744,38012760064,45833498624,4096,4096,,,,
2022-08-11 09-22-24,1050.66909,38012293120,45829296128,40960,4096,,,,
2022-08-11 09-22-28,872.0566159,38012493824,45831397376,4096,4096,,,,
2022-08-11 09-22-31,1031.054048,38012735488,45833498624,4096,4096,,,,
2022-08-11 09-22-35,1081.736295,38040485888,45823844352,4096,4096,,,,
2022-08-11 09-22-38,996.6104525,38040236032,45834350592,4096,4096,,,,
2022-08-11 09-22-42,924.4496822,38040375296,45840654336,40960,4096,,,,
2022-08-11 09-22-45,908.0718441,38040731648,45849059328,4096,4096,,,,
2022-08-11 09-22-49,848.1094953,38040715264,45851160576,4096,4096,,,,
2022-08-11 09-22-52,808.0638169,38041141248,45855363072,4096,4096,,,,
2022-08-11 09-22-56,1098.978629,38040834048,45859565568,4096,4096,,,,
2022-08-11 09-22-59,855.6291391,38040887296,45861666816,4096,4096,,,,
2022-08-11 09-23-03,902.9045643,38040383488,45861666816,4096,4096,,,,
2022-08-11 09-23-06,954.2854736,38040834048,45863768064,4096,4096,,,,
2022-08-11 09-23-10,1015.541871,38040367104,45823844352,4096,4096,,,,
2022-08-11 09-23-13,1062.456599,38040563712,45840654336,4096,4096,,,,
2022-08-11 09-23-17,1004.25284,38040686592,45844856832,4096,4096,,,,
2022-08-11 09-23-20,947.6162349,38040563712,45853261824,4096,4096,,,,
2022-08-11 09-23-24,808.073709,38040518656,45857464320,4096,4096,,,,
2022-08-11 09-23-27,865.8620099,38040911872,45861666816,4096,4096,,,,
2022-08-11 09-23-31,1782.51262,38040342528,45823844352,4096,4096,,,,
2022-08-11 09-23-35,1246.325095,38040457216,45832249344,4096,4096,,,,
2022-08-11 09-23-38,884.8248367,38040604672,45840654336,0,4096,,,,
2022-08-11 09-23-42,941.9343987,38040666112,45844856832,0,0,,,,
2022-08-11 09-23-45,987.5235346,38040576000,45853261824,0,0,,,,
2022-08-11 09-23-49,932.6889944,38041088000,45859565568,0,0,,,,
2022-08-11 09-23-52,1097.188887,38041071616,45863768064,8192,8192,,,,
2022-08-11 09-23-56,1004.254968,38040317952,45823844352,4096,4096,,,,
2022-08-11 09-23-59,877.0174691,38040592384,45834350592,4096,4096,,,,
2022-08-11 09-24-03,991.9325908,38040539136,45842755584,4096,4096,,,,
2022-08-11 09-24-07,1002.234029,38040842240,45849059328,4096,4096,,,,
2022-08-11 09-24-10,900.029791,38040870912,45853261824,36864,4096,,,,
2022-08-11 09-24-13,820.0085434,38041182208,45859565568,36864,4096,,,,
2022-08-11 09-24-17,1047.704124,38040735744,45863768064,40960,4096,,,,
2022-08-11 09-24-21,949.6639283,38041198592,45824479232,4096,4096,,,,
2022-08-11 09-24-24,960.3821441,38041161728,45841289216,4096,4096,,,,
2022-08-11 09-24-28,1599.731903,38041382912,45855997952,4096,4096,,,,
2022-08-11 09-24-31,965.816219,38041358336,45858099200,4096,4096,,,,
2022-08-11 09-24-35,900.673774,38041124864,45862301696,4096,4096,,,,
2022-08-11 09-24-38,971.307772,38041133056,45860200448,4096,4096,,,,
2022-08-11 09-24-42,918.6151956,38041305088,45864402944,4096,4096,,,,
2022-08-11 09-24-46,1040.382899,38040797184,45824479232,4096,4096,,,,
2022-08-11 09-24-49,895.3685195,38040625152,45839187968,4096,4096,,,,
2022-08-11 09-24-53,1035.076109,38040936448,45847592960,4096,4096,,,,
2022-08-11 09-24-56,832.3567097,38041223168,45851795456,4096,4096,,,,
2022-08-11 09-24-59,852.8970688,38041456640,45855997952,4096,4096,,,,
2022-08-11 09-25-03,929.1123211,38040870912,45862301696,4096,4096,,,,
2022-08-11 09-25-06,983.5611814,38041399296,45864402944,4096,4096,,,,
2022-08-11 09-25-10,1148.959778,38040748032,45824479232,4096,4096,,,,
2022-08-11 09-25-13,939.6113476,38040952832,45839187968,4096,4096,,,,
2022-08-11 09-25-17,860.4813334,38040956928,45845491712,4096,4096,,,,
2022-08-11 09-25-20,883.0981126,38041120768,45851795456,4096,4096,,,,
2022-08-11 09-25-24,1484.098186,38041284608,45845491712,4096,4096,,,,
2022-08-11 09-25-28,861.7604618,38041108480,45853896704,4096,4096,,,,
2022-08-11 09-25-31,986.1753452,38041337856,45860200448,4096,4096,,,,
2022-08-11 09-25-35,924.9552697,38041346048,45860200448,4096,4096,,,,
2022-08-11 09-25-38,949.003148,38041481216,45864402944,40960,4096,,,,
2022-08-11 09-25-42,1215.643976,38041276416,45824479232,4096,4096,,,,
2022-08-11 09-25-45,945.3831698,38041030656,45841289216,4096,4096,,,,
2022-08-11 09-25-49,933.9055794,38041378816,45845491712,4096,4096,,,,
2022-08-11 09-25-52,892.6193922,38041219072,45849694208,4096,4096,,,,
2022-08-11 09-25-56,1042.989423,38041464832,45855997952,4096,4096,,,,
2022-08-11 09-25-59,938.3456115,38041395200,45862301696,4096,4096,,,,
2022-08-11 09-26-03,1059.7475,38041255936,45860200448,4096,4096,,,,
2022-08-11 09-26-07,1123.371898,38041464832,45862301696,4096,4096,,,,
2022-08-11 09-26-10,904.8850575,38041427968,45858099200,4096,4096,,,,
2022-08-11 09-26-14,886.6039102,38041616384,45864402944,4096,4096,,,,
2022-08-11 09-26-17,1208.052615,38041030656,45824479232,4096,4096,,,,
2022-08-11 09-26-21,1280.881258,38041337856,45841289216,4096,4096,,,,
2022-08-11 09-26-24,926.196944,38041427968,45845491712,4096,4096,,,,
2022-08-11 09-26-28,795.2163328,38041104384,45849694208,4096,4096,,,,
2022-08-11 09-26-31,816.3850047,37984288768,45797011456,4096,4096,,,,
2022-08-11 09-26-35,1050.824755,38012268544,45828640768,4096,4096,,,,
2022-08-11 09-26-38,895.9092818,38012801024,45831315456,4096,4096,,,,
2022-08-11 09-26-42,976.6837205,38012583936,45833416704,4096,4096,,,,
2022-08-11 09-26-45,1004.710921,38040268800,45859041280,4096,4096,,,,
2022-08-11 09-26-49,909.2099112,38039838720,45861142528,4096,4096,,,,
2022-08-11 09-26-52,875.0677966,38040240128,45856940032,4096,4096,,,,
2022-08-11 09-26-56,1037.093249,38039937024,45861142528,0,0,,,,
2022-08-11 09-26-59,951.7363452,38040088576,45859041280,0,0,,,,
2022-08-11 09-27-03,952.9167013,38039941120,45859041280,0,0,,,,
2022-08-11 09-27-06,862.8372273,38040342528,45863243776,0,0,,,,
2022-08-11 09-27-10,1152.653061,38039863296,45823320064,8192,8192,,,,
2022-08-11 09-27-14,971.5099238,38040297472,45840130048,4096,4096,,,,
2022-08-11 09-27-17,1134.992679,38040133632,45844332544,36864,4096,,,,
2022-08-11 09-27-21,866.1293761,38040403968,45852737536,36864,4096,,,,
2022-08-11 09-27-24,835.2313779,38040244224,45859041280,36864,4096,,,,
2022-08-11 09-27-28,870.2769598,38040379392,45861142528,4096,4096,,,,
2022-08-11 09-27-31,897.0064483,38040326144,45852737536,40960,4096,,,,
2022-08-11 09-27-34,876.3819095,38040371200,45859041280,4096,4096,,,,
2022-08-11 09-27-38,958.6530407,38040465408,45859041280,4096,4096,,,,
2022-08-11 09-27-41,829.7636568,38040223744,45861142528,4096,4096,,,,
2022-08-11 09-27-45,814.9856402,38040297472,45863243776,4096,4096,,,,
2022-08-11 09-27-48,1026.489956,38039822336,45823320064,4096,4096,,,,
2022-08-11 09-27-52,1053.618756,38040072192,45838028800,4096,4096,,,,
2022-08-11 09-27-55,913.7446343,38040190976,45844332544,4096,4096,,,,
2022-08-11 09-27-59,861.8170996,38040563712,45848535040,4096,4096,,,,
2022-08-11 09-28-02,922.6318009,38040449024,45852737536,4096,4096,,,,
2022-08-11 09-28-06,1042.888241,38041686016,45860175872,4096,4096,,,,
2022-08-11 09-28-09,892.0913288,38041653248,45860175872,4096,4096,,,,
2022-08-11 09-28-13,1258.22279,38041624576,45862277120,40960,4096,,,,
2022-08-11 09-28-17,940.459044,38041489408,45860175872,4096,4096,,,,
2022-08-11 09-28-20,894.5692884,38041341952,45860175872,4096,4096,,,,
2022-08-11 09-28-24,907.6204502,38041694208,45862277120,4096,4096,,,,
2022-08-11 09-28-27,1160.325021,38041608192,45858074624,4096,4096,,,,
2022-08-11 09-28-31,877.7456647,38041440256,45860175872,4096,4096,,,,
2022-08-11 09-28-34,867.2817359,38041468928,45862277120,4096,4096,,,,
2022-08-11 09-28-38,878.0140642,38041346048,45860175872,4096,4096,,,,
2022-08-11 09-28-41,902.8901734,38041325568,45862277120,4096,4096,,,,
2022-08-11 09-28-45,914.4847507,38041092096,45824454656,4096,4096,,,,
2022-08-11 09-28-48,855.3147752,38041284608,45837062144,4096,4096,,,,
2022-08-11 09-28-51,893.4516265,38041145344,45841264640,4096,4096,,,,
2022-08-11 09-28-55,853.3344829,38041116672,45847568384,40960,4096,,,,
2022-08-11 09-28-58,1049.377508,38041395200,45855973376,40960,4096,,,,
2022-08-11 09-29-02,944.6765242,38041452544,45858074624,4096,4096,,,,
2022-08-11 09-29-05,972.7679131,38041661440,45862277120,4096,4096,,,,
2022-08-11 09-29-09,1281.538462,38041661440,45858074624,40960,4096,,,,
2022-08-11 09-29-13,884.7583643,38041612288,45860175872,40960,4096,,,,
2022-08-11 09-29-16,1058.533984,38041755648,45864378368,4096,4096,,,,
2022-08-11 09-29-20,1058.161843,38041165824,45824454656,4096,4096,,,,
2022-08-11 09-29-23,923.4104046,38041202688,45841264640,4096,4096,,,,
2022-08-11 09-29-27,977.1136845,38041452544,45847568384,4096,4096,,,,
2022-08-11 09-29-30,946.7777731,38041239552,45858074624,4096,4096,,,,
2022-08-11 09-29-34,858.2608327,38041563136,45860175872,4096,4096,,,,
2022-08-11 09-29-37,920.8333333,38041645056,45862277120,4096,4096,,,,
2022-08-11 09-29-41,964.8107653,38041468928,45860175872,4096,4096,,,,
2022-08-11 09-29-44,1042.740159,38041604096,45862277120,4096,4096,,,,
2022-08-11 09-29-48,970.6090771,38041001984,45824454656,4096,4096,,,,
2022-08-11 09-29-51,1000.646284,38041071616,45839163392,4096,4096,,,,
2022-08-11 09-29-55,869.0031086,38041092096,45847568384,4096,4096,,,,
2022-08-11 09-29-58,896.8520951,38041481216,45855973376,4096,4096,,,,
2022-08-11 09-30-02,863.4413198,38041243648,45862277120,4096,4096,,,,
2022-08-11 09-30-05,1023.023647,38041145344,45858074624,4096,4096,,,,
2022-08-11 09-30-09,939.9278463,38041829376,45864378368,0,0,,,,
2022-08-11 09-30-12,1018.866667,38041096192,45824454656,0,0,,,,
2022-08-11 09-30-16,971.1058511,37984518144,45784403968,0,0,,,,
2022-08-11 09-30-19,1014.654489,38012235776,45822488576,0,0,,,,
2022-08-11 09-30-23,926.0214515,38012809216,45827170304,8192,8192,,,,
2022-08-11 09-30-27,1066.25822,38012600320,45831372800,36864,4096,,,,
2022-08-11 09-30-30,858.7080458,38012514304,45833474048,36864,4096,,,,
2022-08-11 09-30-34,915.8593065,38040727552,45859086336,36864,4096,,,,
2022-08-11 09-30-37,947.7183287,38040752128,45857157120,36864,4096,,,,
2022-08-11 09-30-41,1027.981221,38040567808,45861359616,36864,4096,,,,
2022-08-11 09-30-44,951.5583484,38040690688,45863460864,32768,4096,,,,
2022-08-11 09-30-48,936.9322255,38040199168,45823537152,4096,4096,,,,
2022-08-11 09-30-51,1020.435124,38040272896,45831942144,4096,4096,,,,
2022-08-11 09-30-55,1065.204894,38040289280,45840347136,4096,4096,,,,
2022-08-11 09-30-59,1342.133003,38040383488,45844549632,4096,4096,,,,
2022-08-11 09-31-02,981.5731851,38040219648,45848752128,4096,4096,,,,
2022-08-11 09-31-06,896.5852826,38040297472,45855055872,4096,4096,,,,
2022-08-11 09-31-09,918.065986,38040670208,45857447936,4096,4096,,,,
2022-08-11 09-31-12,800.3464253,38041149440,45859549184,4096,4096,,,,
2022-08-11 09-31-16,853.4967432,38040588288,45861650432,4096,4096,,,,
2022-08-11 09-31-19,867.6003093,38041038848,45863751680,4096,4096,,,,
2022-08-11 09-31-23,1120.042203,38040276992,45823827968,4096,4096,,,,
2022-08-11 09-31-26,858.1558453,38040469504,45838536704,4096,4096,,,,
2022-08-11 09-31-30,948.6635984,38040444928,45844840448,4096,4096,,,,
2022-08-11 09-31-33,949.6649916,38040719360,45853245440,4096,4096,,,,
2022-08-11 09-31-37,944.8675147,38040596480,45859549184,4096,4096,,,,
2022-08-11 09-31-40,843.8424279,38040621056,45861650432,4096,4096,,,,
2022-08-11 09-31-44,1050.795767,38040756224,45863751680,4096,4096,,,,
2022-08-11 09-31-47,989.5638435,38040682496,45823827968,4096,4096,,,,
2022-08-11 09-31-51,898.7675308,38040547328,45832232960,4096,4096,,,,
2022-08-11 09-31-54,1143.153764,38040547328,45844840448,4096,4096,,,,
2022-08-11 09-31-58,893.7899505,38040457216,45851144192,4096,4096,,,,
2022-08-11 09-32-01,867.9047373,38040735744,45855346688,4096,4096,,,,
2022-08-11 09-32-05,969.3076374,38040907776,45861650432,4096,4096,,,,
2022-08-11 09-32-08,1095.512402,38040117248,45824020480,4096,4096,,,,
2022-08-11 09-32-12,1029.504645,38040530944,45834526720,4096,4096,,,,
2022-08-11 09-32-16,1389.66947,38040928256,45845032960,4096,4096,,,,
2022-08-11 09-32-19,989.0026864,38041059328,45855539200,4096,4096,,,,
2022-08-11 09-32-23,922.053312,38040743936,45859741696,4096,4096,,,,
2022-08-11 09-32-26,967.4531257,38040940544,45861842944,4096,4096,,,,
2022-08-11 09-32-30,927.0772733,38040780800,45857640448,4096,4096,,,,
2022-08-11 09-32-33,920.3050847,38040895488,45859741696,4096,4096,,,,
2022-08-11 09-32-37,901.8376268,38041116672,45859741696,4096,4096,,,,
2022-08-11 09-32-40,837.6476587,38040776704,45859741696,4096,4096,,,,
2022-08-11 09-32-44,972.0386886,38041096192,45859741696,4096,4096,,,,
2022-08-11 09-32-47,1040.538776,38041030656,45861842944,4096,4096,,,,
2022-08-11 09-32-51,1630.782885,38040674304,45824020480,4096,4096,,,,
2022-08-11 09-32-55,951.0991097,38040686592,45834526720,4096,4096,,,,
2022-08-11 09-32-58,979.4203625,38040686592,45824020480,4096,4096,,,,
2022-08-11 09-33-02,852.7340444,38040809472,45840998400,4096,4096,,,,
2022-08-11 09-33-05,997.9703357,38041358336,45847302144,4096,4096,,,,
2022-08-11 09-33-09,1015.864023,38041018368,45853605888,4096,4096,,,,
2022-08-11 09-33-12,1002.949029,38040875008,45859909632,4096,4096,,,,
2022-08-11 09-33-16,1256.605695,38040997888,45824188416,4096,4096,,,,
2022-08-11 09-33-20,973.2537264,38040842240,45834694656,4096,4096,,,,
2022-08-11 09-33-23,950.63869,38041088000,45843099648,4096,4096,,,,
2022-08-11 09-33-27,1042.405272,38041092096,45853605888,0,0,,,,
2022-08-11 09-33-30,980.1623309,38041300992,45859909632,0,0,,,,
2022-08-11 09-33-34,887.1829787,38041190400,45859909632,0,0,,,,
2022-08-11 09-33-37,807.3192732,38041600000,45862010880,0,0,,,,
2022-08-11 09-33-41,934.4323273,38040809472,45859909632,8192,8192,,,,
2022-08-11 09-33-44,1241.922648,38040899584,45824188416,4096,4096,,,,
2022-08-11 09-33-48,1120.58276,37984358400,45780201472,36864,4096,,,,
2022-08-11 09-33-51,1020.863699,38012510208,45814403072,36864,4096,,,,
2022-08-11 09-33-55,1003.95652,38012301312,45818605568,36864,4096,,,,
2022-08-11 09-33-58,863.8389032,38012452864,45822808064,4096,4096,,,,
2022-08-11 09-34-02,922.4694293,38012506112,45827010560,4096,4096,,,,
2022-08-11 09-34-05,1075.731512,38012284928,45831213056,4096,4096,,,,
2022-08-11 09-34-10,642.4412443,38012403712,45833314304,4096,4096,,,,
2022-08-11 09-34-14,965.5469852,38012317696,45829111808,4096,4096,,,,
2022-08-11 09-34-17,917.1324423,38012432384,45833314304,4096,4096,,,,
2022-08-11 09-34-22,768.6214976,38040965120,45863817216,4096,4096,,,,
2022-08-11 09-34-28,634.9015715,38040440832,45823893504,4096,4096,,,,
2022-08-11 09-34-31,824.2687814,38040543232,45838602240,4096,4096,,,,
2022-08-11 09-34-35,800.1547721,38040698880,45844905984,4096,4096,,,,
2022-08-11 09-34-38,786.5074523,38040535040,45851209728,4096,4096,,,,
2022-08-11 09-34-41,839.8545455,38040666112,45855412224,4096,4096,,,,
2022-08-11 09-34-45,914.1889604,38040764416,45861715968,4096,4096,,,,
2022-08-11 09-34-48,1019.759957,38040952832,45861715968,4096,4096,,,,
2022-08-11 09-34-52,942.9737806,38040526848,45859614720,4096,4096,,,,
2022-08-11 09-34-55,894.6221862,38041092096,45861715968,4096,4096,,,,
2022-08-11 09-34-59,818.5856175,38041071616,45855412224,4096,4096,,,,
2022-08-11 09-35-02,913.4671456,38041174016,45861715968,4096,4096,,,,
2022-08-11 09-35-06,1093.696625,38040444928,45823893504,4096,4096,,,,
2022-08-11 09-35-09,852.5860222,38040752128,45832298496,4096,4096,,,,
2022-08-11 09-35-13,791.8494754,38040805376,45842804736,4096,4096,,,,
2022-08-11 09-35-16,958.2879638,38040866816,45851209728,4096,4096,,,,
2022-08-11 09-35-20,960.2123804,38040559616,45855412224,4096,4096,,,,
2022-08-11 09-35-23,853.1087863,38041214976,45859614720,4096,4096,,,,
2022-08-11 09-35-27,952.7401595,38041182208,45861715968,4096,4096,,,,
2022-08-11 09-35-30,1209.431905,38040682496,45823893504,4096,4096,,,,
2022-08-11 09-35-34,802.1992294,38040694784,45834399744,4096,4096,,,,
2022-08-11 09-35-37,900.0638814,38040862720,45842804736,4096,4096,,,,
2022-08-11 09-35-41,924.8182849,38040793088,45847007232,4096,4096,,,,
2022-08-11 09-35-44,952.6041887,38041067520,45855412224,4096,4096,,,,
2022-08-11 09-35-48,1013.498154,38040809472,45857513472,4096,4096,,,,
2022-08-11 09-35-51,854.7557949,38040825856,45861715968,4096,4096,,,,
2022-08-11 09-35-55,1037.975317,38040907776,45857513472,4096,4096,,,,
2022-08-11 09-35-58,916.6270784,38041108480,45857513472,4096,4096,,,,
2022-08-11 09-36-02,1070.686295,38040948736,45859614720,4096,4096,,,,
2022-08-11 09-36-05,757.8313253,38041292800,45859614720,4096,4096,,,,
2022-08-11 09-36-09,1224.848097,38041292800,45861715968,4096,4096,,,,
2022-08-11 09-36-12,952.6277898,38040866816,45855412224,4096,4096,,,,
2022-08-11 09-36-16,1018.190818,38040776704,45859614720,4096,4096,,,,
2022-08-11 09-36-19,995.0381197,38040993792,45861715968,4096,4096,,,,
2022-08-11 09-36-23,812.9183487,38041108480,45863817216,4096,4096,,,,
2022-08-11 09-36-26,1018.523468,38040993792,45861715968,4096,4096,,,,
2022-08-11 09-36-30,869.245283,38041042944,45859614720,4096,4096,,,,
2022-08-11 09-36-33,1074.156562,38040391680,45823893504,4096,4096,,,,
2022-08-11 09-36-37,1039.896997,38040678400,45840703488,4096,4096,,,,
2022-08-11 09-36-40,959.5546067,38041194496,45847007232,4096,4096,,,,
2022-08-11 09-36-44,926.3309353,38040965120,45855412224,4096,4096,,,,
2022-08-11 09-36-47,767.1704013,38040743936,45861715968,0,0,,,,
2022-08-11 09-36-51,1016.429372,38040723456,45859614720,0,4096,,,,
2022-08-11 09-36-54,1212.74585,38041030656,45863817216,0,0,,,,
2022-08-11 09-36-58,1000.114999,38040588288,45823893504,8192,8192,,,,
2022-08-11 09-37-01,842.6335532,38040473600,45836500992,4096,4096,,,,
2022-08-11 09-37-05,1026.727806,38041026560,45849108480,4096,4096,,,,
2022-08-11 09-37-08,858.9288789,38040834048,45853310976,36864,4096,,,,
2022-08-11 09-37-12,922.7791395,38040760320,45859614720,40960,4096,,,,
2022-08-11 09-37-15,867.7136377,38040690688,45861715968,4096,4096,,,,
2022-08-11 09-37-19,1027.488862,38040338432,45823893504,4096,4096,,,,
2022-08-11 09-37-22,848.0719024,38040887296,45836500992,4096,4096,,,,
2022-08-11 09-37-26,939.4338101,38040743936,45842804736,4096,4096,,,,
2022-08-11 09-37-29,938.5498262,38040788992,45847007232,4096,4096,,,,
2022-08-11 09-37-33,888.5804309,38040633344,45851209728,4096,4096,,,,
2022-08-11 09-37-36,863.7172663,38040604672,45855412224,4096,4096,,,,
2022-08-11 09-37-40,911.0375183,38040838144,45859614720,4096,4096,,,,
2022-08-11 09-37-43,976.839973,38040911872,45863817216,4096,4096,,,,
2022-08-11 09-37-47,773.4005296,38041165824,45853728768,4096,4096,,,,
2022-08-11 09-37-50,928.8697212,38041214976,45860032512,4096,4096,,,,
2022-08-11 09-37-53,889.8743912,38041354240,45862133760,4096,4096,,,,
2022-08-11 09-37-57,1023.975367,38041698304,45860032512,4096,4096,,,,
2022-08-11 09-38-00,976.8272146,38041513984,45862133760,4096,4096,,,,
2022-08-11 09-38-04,1026.495017,38041063424,45860032512,4096,4096,,,,
2022-08-11 09-38-07,839.8092046,38041387008,45860032512,40960,4096,,,,
2022-08-11 09-38-11,870.388391,38041452544,45860032512,40960,4096,,,,
2022-08-11 09-38-14,814.0350877,38041153536,45860032512,4096,4096,,,,
2022-08-11 09-38-18,951.410605,38041108480,45862133760,4096,4096,,,,
2022-08-11 09-38-21,777.4278442,38041280512,45857931264,4096,4096,,,,
2022-08-11 09-38-25,1940.299335,38041505792,45864235008,4096,4096,,,,
2022-08-11 09-38-30,2032.923585,38040551424,45824311296,4096,4096,,,,
2022-08-11 09-38-34,1906.258433,38041260032,45845323776,4096,4096,,,,
2022-08-11 09-38-38,1990.510002,38041055232,45849526272,4096,4096,,,,
2022-08-11 09-38-43,2026.343904,38041198592,45857931264,4096,4096,,,,
